id,image_path,true,pred,correct,invalid,generated_text,returncode,wall_s,raw_log_path,mtmd_encode_ms,prompt_eval_ms,prompt_eval_tokens,decode_eval_ms,decode_eval_tokens,total_ms,total_tokens
four_00000,data/hagrid_day1/images/four/four_00000.jpg,four,stop,False,False,stop,0,13.621762230000058,results/raw_cli/qwen3vl4b_q4_cli_balanced_95/0064_four_four_00000.txt,8474.0,,,,,,
one_00001,data/hagrid_day1/images/one/one_00001.jpg,one,one,True,False,one,0,13.700932147000003,results/raw_cli/qwen3vl4b_q4_cli_balanced_95/0065_one_one_00001.txt,8516.0,,,,,,
rock_00002,data/hagrid_day1/images/rock/rock_00002.jpg,rock,rock,True,False,rock,0,13.644301518000248,results/raw_cli/qwen3vl4b_q4_cli_balanced_95/0066_rock_rock_00002.txt,8468.0,,,,,,
dislike_00003,data/hagrid_day1/images/dislike/dislike_00003.jpg,dislike,dislike,True,False,dislike,0,13.845347925999704,results/raw_cli/qwen3vl4b_q4_cli_balanced_95/0067_dislike_dislike_00003.txt,8489.0,,,,,,
one_00002,data/hagrid_day1/images/one/one_00002.jpg,one,one,True,False,one,0,13.624152894999952,results/raw_cli/qwen3vl4b_q4_cli_balanced_95/0068_one_one_00002.txt,8501.0,,,,,,
three2_00002,data/hagrid_day1/images/three2/three2_00002.jpg,three2,peace,False,False,peace,0,10.898875247999968,results/raw_cli/qwen3vl4b_q4_cli_balanced_95/0069_three2_three2_00002.txt,5899.0,,,,,,
palm_00002,data/hagrid_day1/images/palm/palm_00002.jpg,palm,stop,False,False,stop,0,13.689910915999917,results/raw_cli/qwen3vl4b_q4_cli_balanced_95/0070_palm_palm_00002.txt,8552.0,,,,,,
rock_00004,data/hagrid_day1/images/rock/rock_00004.jpg,rock,rock,True,False,rock,0,13.703703326000323,results/raw_cli/qwen3vl4b_q4_cli_balanced_95/0071_rock_rock_00004.txt,8494.0,,,,,,
peace_inverted_00003,data/hagrid_day1/images/peace_inverted/peace_inverted_00003.jpg,peace_inverted,peace,False,False,peace,0,13.652597506999882,results/raw_cli/qwen3vl4b_q4_cli_balanced_95/0072_peace_inverted_peace_inverted_00003.txt,8509.0,,,,,,
three_00000,data/hagrid_day1/images/three/three_00000.jpg,three,three,True,False,three,0,13.606029961999866,results/raw_cli/qwen3vl4b_q4_cli_balanced_95/0073_three_three_00000.txt,8464.0,,,,,,
peace_00003,data/hagrid_day1/images/peace/peace_00003.jpg,peace,peace,True,False,peace,0,13.734242695000376,results/raw_cli/qwen3vl4b_q4_cli_balanced_95/0074_peace_peace_00003.txt,8560.0,,,,,,
three_00001,data/hagrid_day1/images/three/three_00001.jpg,three,three,True,False,three,0,13.624583304000225,results/raw_cli/qwen3vl4b_q4_cli_balanced_95/0075_three_three_00001.txt,8491.0,,,,,,
like_00004,data/hagrid_day1/images/like/like_00004.jpg,like,like,True,False,like,0,13.671041523999975,results/raw_cli/qwen3vl4b_q4_cli_balanced_95/0076_like_like_00004.txt,8486.0,,,,,,
mute_00001,data/hagrid_day1/images/mute/mute_00001.jpg,mute,mute,True,False,mute,0,13.633223596000335,results/raw_cli/qwen3vl4b_q4_cli_balanced_95/0077_mute_mute_00001.txt,8445.0,,,,,,
stop_00002,data/hagrid_day1/images/stop/stop_00002.jpg,stop,stop,True,False,stop,0,13.65379503899976,results/raw_cli/qwen3vl4b_q4_cli_balanced_95/0078_stop_stop_00002.txt,8516.0,,,,,,
ok_00004,data/hagrid_day1/images/ok/ok_00004.jpg,ok,ok,True,False,ok,0,13.680704053000227,results/raw_cli/qwen3vl4b_q4_cli_balanced_95/0079_ok_ok_00004.txt,8472.0,,,,,,
stop_00001,data/hagrid_day1/images/stop/stop_00001.jpg,stop,stop,True,False,stop,0,13.674551279999832,results/raw_cli/qwen3vl4b_q4_cli_balanced_95/0080_stop_stop_00001.txt,8461.0,,,,,,
peace_00002,data/hagrid_day1/images/peace/peace_00002.jpg,peace,peace,True,False,peace,0,13.593845878000138,results/raw_cli/qwen3vl4b_q4_cli_balanced_95/0081_peace_peace_00002.txt,8483.0,,,,,,
stop_00000,data/hagrid_day1/images/stop/stop_00000.jpg,stop,stop,True,False,stop,0,13.670498147000217,results/raw_cli/qwen3vl4b_q4_cli_balanced_95/0082_stop_stop_00000.txt,8511.0,,,,,,
dislike_00001,data/hagrid_day1/images/dislike/dislike_00001.jpg,dislike,dislike,True,False,dislike,0,13.920915466999759,results/raw_cli/qwen3vl4b_q4_cli_balanced_95/0083_dislike_dislike_00001.txt,8521.0,,,,,,
two_up_inverted_00002,data/hagrid_day1/images/two_up_inverted/two_up_inverted_00002.jpg,two_up_inverted,peace_inverted,False,False,peace_inverted,0,13.944294135999826,results/raw_cli/qwen3vl4b_q4_cli_balanced_95/0084_two_up_inverted_two_up_inverted_00002.txt,8464.0,,,,,,
fist_00004,data/hagrid_day1/images/fist/fist_00004.jpg,fist,fist,True,False,fist,0,13.866832273,results/raw_cli/qwen3vl4b_q4_cli_balanced_95/0085_fist_fist_00004.txt,8539.0,,,,,,
fist_00000,data/hagrid_day1/images/fist/fist_00000.jpg,fist,fist,True,False,fist,0,11.857301566000388,results/raw_cli/qwen3vl4b_q4_cli_balanced_95/0086_fist_fist_00000.txt,6600.0,,,,,,
two_up_00000,data/hagrid_day1/images/two_up/two_up_00000.jpg,two_up,peace,False,False,peace,0,10.923406292999971,results/raw_cli/qwen3vl4b_q4_cli_balanced_95/0087_two_up_two_up_00000.txt,5869.0,,,,,,
dislike_00000,data/hagrid_day1/images/dislike/dislike_00000.jpg,dislike,dislike,True,False,dislike,0,13.780309472000226,results/raw_cli/qwen3vl4b_q4_cli_balanced_95/0088_dislike_dislike_00000.txt,8485.0,,,,,,
no_gesture_00003,data/hagrid_day1/images/no_gesture/no_gesture_00003.jpg,no_gesture,call,False,False,call,0,13.688957590999962,results/raw_cli/qwen3vl4b_q4_cli_balanced_95/0089_no_gesture_no_gesture_00003.txt,8469.0,,,,,,
rock_00000,data/hagrid_day1/images/rock/rock_00000.jpg,rock,rock,True,False,rock,0,13.692951832999825,results/raw_cli/qwen3vl4b_q4_cli_balanced_95/0090_rock_rock_00000.txt,8486.0,,,,,,
mute_00003,data/hagrid_day1/images/mute/mute_00003.jpg,mute,mute,True,False,mute,0,13.595919147999666,results/raw_cli/qwen3vl4b_q4_cli_balanced_95/0091_mute_mute_00003.txt,8461.0,,,,,,
three2_00004,data/hagrid_day1/images/three2/three2_00004.jpg,three2,peace,False,False,peace,0,13.687987304000217,results/raw_cli/qwen3vl4b_q4_cli_balanced_95/0092_three2_three2_00004.txt,8520.0,,,,,,
three_00002,data/hagrid_day1/images/three/three_00002.jpg,three,three,True,False,three,0,13.681295382999906,results/raw_cli/qwen3vl4b_q4_cli_balanced_95/0093_three_three_00002.txt,8468.0,,,,,,
call_00003,data/hagrid_day1/images/call/call_00003.jpg,call,call,True,False,call,0,13.606036119000237,results/raw_cli/qwen3vl4b_q4_cli_balanced_95/0094_call_call_00003.txt,8458.0,,,,,,
